Review #,Brand,Variety,Style,Country,Stars,Top Ten
1663,VINA ACECOOK,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4.0,False
1662,MAMA,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5.0,False
1661,CHENCUN,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,False
1660,SAU TAO,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3.0,False
1659,UNITED,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,False
1658,CHORIPDONG,Hurricane Rice Cake (Topokki),Bowl,South Korea,5.0,False
1657,SHAN,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,False
1656,MAMA,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,False
1655,BAIJIA,Artificial Pickled Vegetable Beef Flavor,Pack,China,3.0,False
1654,MYORI,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5.0,False
1653,MYORI,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5.0,False
1652,MYORI,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5.0,False
1651,RUSKI,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,False
1650,OTTOGI,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,False
1649,MASTER KONG,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,False
1648,WEI LIH,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,False
1647,NO NAME,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,False
1646,NEW WAY,Spaghetti Instant Noodles,Tray,Vietnam,4.0,False
1645,LUCKY ME!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,False
1644,HAO WAY,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2.0,False
1643,EMART,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5,False
1642,CAMPBELL'S,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,False
1641,ONE DISH ASIA,Japanese Ramen Noodle,Bowl,USA,0.0,False
1640,LONG JUN HANG,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2.0,False
1639,PAMA,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,False
1638,A SHA DRY NOODLE,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5.0,True
1637,THAI CHEF,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3.0,False
1636,SHAN,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,False
1635,WAI WAI,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,2.75,False
1634,SAMYANG,Shoyu Noodle,Cup,South Korea,3.5,False
1633,A ONE,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,Vietnam,3.5,False
1632,CINTAN,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3.0,False
1631,NISSIN,Donbei Tempura Soba Mini,Bowl,Japan,4.0,False
1630,NONGSHIM,Korean Clay Pot Ramyun,Bowl,China,2.5,False
1629,HAO WAY,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,False
1628,AZAMI,Kimchee Noodle Soup,Cup,Canada,0.0,False
1627,VEDAN,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,False
1626,NISSIN,Gonbuto Kistune Udon,Bowl,Japan,2.75,False
1625,MAMA,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5.0,False
1624,BAIXIANG NOODLES,Artificial Pork Flavour,Pack,China,3.0,False
1623,MYKUALI,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5.0,False
1622,NONGSHIM,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,USA,4.0,False
1621,MYOJO,MenWhite Creamy Tonkotsu,Bowl,Japan,3.0,False
1620,PREMIERE,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,False
1619,NISSIN,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,False
1618,DESHOME,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,False
1617,MYKUALI,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5.0,True
1616,UNIF 100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,False
1615,HANKOW,Shanghai Kaiyang Noodle,Pack,China,4.0,False
1614,THE BRIDGE,Penang White Curry Noodle,Pack,Malaysia,5.0,False
1613,MARUCHAN,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,False
1612,SHAN,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,False
1611,LUCKY ME!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4.0,False
1610,PALDO,Koreno Premium Ginseng Flavor,Pack,Vietnam,3.0,False
1609,MITOKU,Brown Rice Ramen,Pack,Japan,0.25,False
1608,HAO WAY,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,False
1607,MYOJO,Nyumen Desse Shoyu,Bowl,Japan,2.75,False
1606,MAGGI,Perencah Kari Letup Mi Segera,Pack,Malaysia,4.0,False
1605,NISSIN,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,False
1604,UNZEN,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1.0,False
1603,SALAM MIE,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5.0,False
1602,VINA ACECOOK,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,False
1601,NONGSHIM,Jinjja Jinjja (New),Pack,South Korea,5.0,False
1600,CHERING CHANG,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5.0,False
1599,NISSIN,Top Ramen Super Noodles Tomato,Pack,India,3.5,False
1598,MAMA,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4.0,False
1597,NISSIN,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,4.0,False
1596,UNCLE SUN,White Curry Noodle More Spicy,Pack,Malaysia,3.0,False
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5.0,False
1594,ACECOOK,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,False
1593,NONGSHIM,Tteokgukmyun,Pack,South Korea,4.25,False
1592,MOM'S DRY NOODLE,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5.0,False
1591,MI E ZEE,Perisa Sayuran,Pack,Malaysia,3.5,False
1590,MI E ZEE,Perisa Kari Sayuran,Pack,Malaysia,3.75,False
1589,E MI,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,False
1588,MI E ZEE,Perisa Bayam,Pack,Malaysia,3.5,False
1587,MI E ZEE,Plain Noodles,Pack,Malaysia,3.6875,False
1586,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,False
1585,CARJEN,Nyonya Curry Laksa,Pack,Malaysia,5.0,True
1584,E MI,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,False
1583,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4.0,False
1582,MI E ZEE,Perisa Kari / Curry Flavour,Pack,Malaysia,4.0,False
1581,UNITED,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,2.75,False
1580,EMART,Dare You! Habanero Ramen (New Edition),Pack,South Korea,3.75,False
1579,CURRY PRINCE,Penang Authentic White Curry Noodle,Pack,Malaysia,4.0,False
1578,NISSIN,Gonbuto Tempura Udon,Bowl,Japan,4.0,False
1577,MAMA,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,False
1576,MAGGI,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,False
1575,PALDO,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5.0,False
1574,CHERING CHANG,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,False
1573,HAO WAY,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,False
1572,MASTER KONG,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,False
1571,ECONSAVE,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5,False
1570,MARUCHAN,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5.0,False
1569,MAGGI,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4.0,False
1568,MAMA,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,False
1567,NISSIN,Emergency Cup Noodle,Cup,Japan,4.25,False
1566,NISSIN,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,False
1565,OYATSU,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,False
1564,A ONE,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3.0,False
1563,NONGSHIM,Shin Ramyun Noodle Soup (New Edition),Pack,USA,4.25,False
1562,KOKA,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,2.75,False
1561,UNCLE SUN,White Curry Noodle,Pack,Malaysia,4.5,False
1560,KIN DEE,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,False
1559,MASTER KONG,Spicy Beef Flavor Instant Noodle,Pack,China,4.0,False
1558,NO NAME,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.0,False
1557,HAO WAY,Penang Laksa ,Pack,Malaysia,3.5,False
1556,CHING'S SECRET,Hot Garlic Instant Noodles,Pack,India,3.75,False
1555,KO LEE,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5,False
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3.0,False
1553,MAMEE,Mi Segera Perisa Itik,Pack,Malaysia,3.75,False
1552,BAMEE,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5,False
1551,MYOJO,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,False
1550,IBUMIE,Penang White CurryMee,Pack,Malaysia,5.0,False
1549,SAPPORO ICHIBAN,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5.0,False
1548,SAMYANG,Curry Noodle,Cup,Japan,3.75,False
1547,VEDAN,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,False
1546,NISSIN,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,False
1545,NANYANG CHEF,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5.0,False
1544,THAI PAVILION,Pad Thai Instant rice Noodles & Sauce,Tray,USA,1.5,False
1543,MAGGI,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,False
1542,KOKA,Noodles Beef Flavour,Cup,Singapore,2.5,False
1541,WU MU,Steam Pork Flavour,Pack,Taiwan,3.75,False
1540,UNIF 100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,False
1539,NEW TOUCH,Kimchi Noodle,Bowl,Japan,3.5,False
1538,SAU TAO,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,False
1537,WAI WAI,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,False
1536,PALDO,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,False
1535,SAU TAO,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5,False
1534,VIT'S,Seafood Instant Noodles,Pack,Malaysia,3.75,False
1533,MILIKET,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,False
1532,LUCKY ME!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,False
1531,LUCKY ME!,Special Instant sopas Chicken Flavor,Pack,Philippines,3.75,False
1530,LUCKY ME!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4.0,False
1529,LUCKY ME!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4.0,False
1528,LUCKY ME!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,False
1527,LUCKY ME!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,False
1526,LUCKY ME!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,3.75,False
1525,PAMA,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,False
1524,NISSIN,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,False
1523,PALDO,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5.0,False
1522,VIFON,Instant Porridge Seafood Flavour,Pack,Vietnam,3.25,False
1521,MARUCHAN,Gotsumori Sauce Yakisoba,Tray,Japan,5.0,True
1520,YUM YUM,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3.0,False
1519,CHING'S SECRET,Manchurian Instant Noodles,Pack,India,3.5,False
1518,MAMEE,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,False
1517,KATOZ,Instant Noodles Spicy Chili,Pack,Sweden,3.5,False
1516,MEN SUNAOSHI,Miso Ramen,Pack,Japan,3.75,False
1515,NONGSHIM,Neoguri Udon Seafood & Mild,Pack,South Korea,4.0,False
1514,MAGGI,Royale Penang Seafood Curry,Pack,Malaysia,4.5,False
1513,MAMA,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4.0,False
1512,CHEWY,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,1.75,False
1511,LONG JUN HANG,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,False
1510,KNORR,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,3.25,False
1509,NISSIN,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,False
1508,MAMEE,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5.0,True
1507,NISSIN,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,False
1506,NISSIN,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,False
1505,SHAN,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,False
1504,MASTER KONG,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,False
1503,NONGSHIM,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,USA,3.25,False
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4.0,False
1501,ACECOOK,Ohmori Chukafu Yakisoba,Tray,Japan,3.25,False
1500,MYKUALI,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5.0,True
1499,UNITED,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,3.25,False
1498,SAMYANG,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5,False
1497,NISSIN,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,False
1496,MASTER KONG,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,False
1495,SUPER,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,False
1494,INDOMIE,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,False
1493,MARUCHAN,Magomi-an Kitsune Udon (Eastern Japan Flavor),Bowl,Japan,4.25,False
1492,WAI WAI,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4.0,False
1491,OTTOGI,Potato Ramen,Pack,South Korea,3.75,False
1490,NISSIN,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,False
1489,MAGGI,Multigrainz Noodles Spice Remix,Pack,India,3.25,False
1488,MOM'S DRY NOODLE,Sichuan Spicy Flavor,Pack,Taiwan,5.0,False
1487,ICA,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,3.25,False
1486,MOM'S DRY NOODLE,Onion Oil & Shrimp Flavor,Pack,Taiwan,5.0,False
1485,NONGSHIM,Spicy Tonkotsu Noodle Soup,Pack,USA,5.0,False
1484,IBUMIE,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,Malaysia,3.75,False
1483,FOUR SEAS,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4.0,False
1482,MARUCHAN,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4.0,False
1481,MASTER KONG,Mushroom Stew Chicken Ramen,Pack,China,3.5,False
1480,PALDO,Jjol Bibim Men,Pack,South Korea,4.0,False
1479,NISSIN,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,False
1478,RUSKI,Tom Yam Flavour Instant Noodles,Pack,Thailand,4.0,False
1477,MAMA,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4.0,False
1476,THAI CHEF,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,False
1475,BAMEE,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,False
1474,MAMA,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4.0,False
1473,MAMA,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5.0,False
1472,RUSKI,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,False
1471,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5.0,True
1470,MAMA,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,False
1469,BAMEE,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,False
1468,MAMA,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5.0,False
1467,RUSKI,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,False
1466,MAMA,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5.0,True
1465,THAI CHEF,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,False
1464,NANYANG CHEF,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,False
1463,MARUCHAN,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,3.5,False
1462,WEI LIH,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,False
1461,NISSIN,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4.0,False
1460,NISSIN,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,False
1459,NISSIN,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4.0,False
1458,NISSIN,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,False
1457,NISSIN,Chu Qian Yi Ding Sesame Oil Flavour,Pack,Singapore,3.75,False
1456,NISSIN,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,False
1455,NISSIN,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,False
1454,NISSIN,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4.0,False
1453,NISSIN,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5.0,False
1452,NISSIN,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,False
1451,NISSIN,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4.0,False
1450,NISSIN,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5.0,False
1449,NISSIN,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4.0,False
1448,NISSIN,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,4.25,False
1447,NISSIN,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4.0,False
1446,MYOJO,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,False
1445,MYKUALI,Penang Hokkien Prawn Noodle,Pack,Malaysia,5.0,False
1444,MARUCHAN,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5,False
1443,NONGSHIM,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,False
1442,MAGGI,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,False
1441,NISSIN,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5,False
1440,WU MU,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3.0,False
1439,ADABI,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,False
1438,MARUCHAN,Old Style Miso Ramen,Pack,Japan,3.5,False
1437,KNORR,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3.0,False
1436,CHENCUN,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,False
1435,MAGGI,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4.0,False
1434,MAGGI,Hot Cup Perisa Kari,Cup,Malaysia,3.5,False
1433,MAGGI,2 Minute Noodles Curry Flavour,Pack,Singapore,3.75,False
1432,MAGGI,Senses Laksa Instant Noodles,Pack,Singapore,5.0,False
1431,MAGGI,Extra Spicy Curry Instant Noodles,Pack,Singapore,5.0,False
1430,SAMYANG,Buldak Bokkummyeon,Bowl,South Korea,4.0,False
1429,NISSIN,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,3.5,False
1428,MYOJO,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3.0,False
1427,OSAKA RAMEN,Miso Ramen,Bowl,USA,3.75,False
1426,OTTOGI,Cheese Bokki,Bowl,South Korea,4.0,False
1425,HAO WAY,Instant Penang White Curry Noodles,Pack,Malaysia,4.5,False
1424,SAINSBURY'S,Curry Flavour Instant Noodles,Pack,UK,1.5,False
1423,VINA ACECOOK,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3.0,False
1422,NISSIN,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3.0,False
1421,NONGSHIM,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,False
1420,MARUCHAN,I Want To Eat Ramen Shio,Pack,Japan,3.75,False
1419,VIFON,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5,False
1418,OTTOGI,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1.0,False
1417,SAU TAO,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,False
1416,MYOJO,Chukazanmai Szechuan Style Miso,Pack,Japan,2.0,False
1415,CHEWY,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,False
1414,PALDO,Cheese Ramyun (for US market),Pack,South Korea,5.0,False
1413,CHERING CHANG,Curry La-Men,Pack,Taiwan,5.0,False
1412,CHEWY,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4.0,False
1411,A SHA DRY NOODLE,Prince Katsu Snack Noodles,Pack,Taiwan,4.0,False
1410,ADABI,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,False
1409,BAIXIANG NOODLES,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,False
1408,PAMANA,Chicken Sopas Creamy Macaroni Soup,Cup,Philippines,3.5,False
1407,ANNIE CHUN'S,Ramen House Thai Coconut Ramen,Pack,USA,5.0,False
1406,LA FONTE,Spaghetti With Mushroom Sauce,Pack,Indonesia,3.75,False
1405,MAGGI,Masala Dumdaar Noodles,Pack,India,3.75,False
1404,THAI CHOICE,Instant Noodles Seafood Flavour,Cup,Thailand,4.0,False
1403,TESCO,Everyday Value Chicken & Mushroom Flavour,Cup,UK,0.5,False
1402,POP BIHUN,Spesial Rasa Kari Ayam Pedas,Pack,Indonesia,3.75,False
1401,MYOJO,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,Japan,3.75,False
1400,PULMUONE,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,South Korea,3.75,False
1399,VINA ACECOOK,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,Vietnam,3.75,False
1398,NISSIN,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3.0,False
1397,WU MU,Steam Seafood Flavor Ramen,Pack,Taiwan,4.0,False
1396,OYATSU,Baby Star Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,False
1395,SNAPDRAGON,Singapore Laksa Curry Soup Bowl,Bowl,USA,4.25,False
1394,PALDO,Mild Kokomen (Prototype),Pack,South Korea,4.5,False
1393,SAJI,Sajimee Curry Soup Flavour,Pack,Malaysia,4.25,False
1392,MIRACLE NOODLE,Miso Marvellous Soup,Pack,USA,4.0,False
1391,SHAN,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,3.5,False
1390,INDOMIE,Mi Goreng Rasa Iga Penyet,Pack,Indonesia,4.75,False
1389,TIGER TIGER,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,False
1388,PALDO,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,False
1387,TAKAMORI,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4.0,False
1386,TAKAMORI,Sukiyaki Style Noodle Stew,Pack,Japan,4.5,False
1385,TAKAMORI,Yaki-Udon Roast Soy Sauce,Pack,Japan,3.75,False
1384,TAKAMORI,Hiyashi Udon Bonito Sauce,Pack,Japan,3.0,False
1383,TAKAMORI,Futomen Yakisoba,Pack,Japan,4.75,False
1382,TAKAMORI,Hiyashi Chuka Lemon Sauce,Pack,Japan,4.75,False
1381,TAKAMORI,Curry Udon,Pack,Japan,5.0,False
1380,TAKAMORI,Chanpon,Pack,Japan,3.75,False
1379,TAKAMORI,Shio Yakisoba,Pack,Japan,4.0,False
1378,TAKAMORI,Yakisoba,Pack,Japan,5.0,False
1377,TAKAMORI,Yaki-Udon Mild Spicy Sauce,Pack,Japan,4.25,False
1376,TAKAMORI,Katsuo Dashi Udon,Pack,Japan,3.75,False
1375,TAKAMORI,Spaghetti Napolitan,Pack,Japan,4.0,False
1374,TOKYO NOODLE,Spicy Garlic Ramen,Pack,Japan,3.25,False
1373,TESCO,Everyday Value Beef & Tomato Flavour Noodles,Cup,UK,2.0,False
1372,SAMYANG,Nagasaki Jjamppong,Cup,South Korea,3.75,False
1371,CAMPBELL'S,Hearty Noodles Thai Flavour,Cup,Canada,0.0,False
1370,PAPA,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,False
1369,A SHA DRY NOODLE,Hello Kitty Za Jiang (Soybean Sauce),Pack,Taiwan,3.25,False
1368,NISSIN,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.0,False
1367,SAWADEE,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5,False
1366,NONGSHIM,Sir Long Tang Creamy Beef Noodle Soup,Cup,USA,4.25,False
1365,FOUR SEAS,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,Hong Kong,3.5,False
1364,GOLDEN WHEAT,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,False
1363,SAU TAO,Instant Noodle King Won Ton Flavor,Pack,Hong Kong,2.75,False
1362,MAMEE,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,False
1361,MAMEE,Chef Creamy Tom Yam Flavour,Pack,Malaysia,5.0,False
1360,MAMEE,Monster BBQ Flavour Snack Noodles,Pack,Malaysia,3.75,False
1359,MAMEE,Chef Curry Laksa Flavour,Cup,Malaysia,5.0,False
1358,MAMEE,SLLRRRP! Asam Laksa,Pack,Malaysia,4.0,False
1357,MAMEE,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5.0,False
1356,MAMEE,Chef Spicy Chicken Shiitake Flavour,Pack,Malaysia,3.25,False
1355,MAMEE,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,False
1354,MAMEE,Chef Creamy Tom Yam Flavour,Cup,Malaysia,4.75,False
